timestamp,factory_id,temperature,vibration,pressure,humidity,energy_consumption,state
2026-09-15 09:49:46.408027,F2,61.53,0.592,3.43,51.78,7.05,normal
2026-09-15 09:49:47.408027,F2,59.84,0.27,4.23,39.35,5.84,normal
2026-09-15 09:49:48.408027,F2,70.74,0.503,3.77,46.19,7.91,normal
2026-09-15 09:49:49.408027,F2,69.12,0.613,3.77,40.18,6.24,normal
2026-09-15 09:49:50.408027,F2,55.27,0.168,3.28,42.25,6.03,normal
2026-09-15 09:49:51.408027,F2,87.53,1.363,6.03,50.42,11.57,failure
2026-09-15 09:49:52.408027,F2,63.83,0.347,3.59,36.33,8.36,normal
2026-09-15 09:49:53.408027,F2,70.9,0.445,3.33,48.4,6.21,normal
2026-09-15 09:49:54.408027,F2,57.51,0.416,2.89,44.8,7.53,normal
2026-09-15 09:49:55.408027,F2,58.54,0.428,3.43,38.91,6.84,normal
2026-09-15 09:49:56.408027,F2,72.9,0.416,3.83,40.14,5.07,normal
2026-09-15 09:49:57.408027,F2,58.39,0.283,3.54,45.22,7.45,normal
2026-09-15 09:49:58.408027,F2,70.94,0.08,3.25,48.45,5.9,normal
2026-09-15 09:49:59.408027,F2,74.16,0.189,4.12,41.62,7.44,normal
2026-09-15 09:50:00.408027,F2,66.36,0.521,2.92,51.37,7.31,normal
2026-09-15 09:50:01.408027,F2,63.23,0.485,3.98,48.93,6.52,normal
2026-09-15 09:50:02.408027,F2,54.83,0.305,3.47,36.31,6.53,normal
2026-09-15 09:50:03.408027,F2,70.68,0.676,3.47,42.37,5.02,normal
2026-09-15 09:50:04.408027,F2,65.13,0.244,3.64,48.68,7.06,normal
2026-09-15 09:50:05.408027,F2,90.96,1.009,5.86,54.39,9.99,failure
2026-09-15 09:50:06.408027,F2,65.43,0.505,4.06,33.43,6.73,normal
2026-09-15 09:50:07.408027,F2,70.69,0.339,4.05,51.71,7.42,normal
2026-09-15 09:50:08.408027,F2,68.02,0.275,3.3,43.99,7.24,normal
2026-09-15 09:50:09.408027,F2,70.63,0.336,3.41,53.96,7.22,normal
2026-09-15 09:50:10.408027,F2,65.46,0.458,3.31,49.88,6.93,normal
2026-09-15 09:50:11.408027,F2,60.23,0.2,2.53,47.07,7.18,normal
2026-09-15 09:50:12.408027,F2,54.99,0.38,3.97,40.75,7.1,normal
2026-09-15 09:50:13.408027,F2,75.95,0.376,3.51,53.98,8.56,normal
2026-09-15 09:50:14.408027,F2,68.62,0.404,4.03,41.57,6.42,normal
2026-09-15 09:50:15.408027,F2,66.49,0.445,3.65,47.33,8.06,normal
2026-09-15 09:50:16.408027,F2,61.42,0.319,3.35,45.37,7.06,normal
2026-09-15 09:50:17.408027,F2,66.88,0.171,3.2,50.02,7.36,normal
2026-09-15 09:50:18.408027,F2,62.99,0.323,2.77,42.99,4.87,normal
2026-09-15 09:50:19.408027,F2,72.18,0.213,3.06,38.58,6.51,normal
2026-09-15 09:50:20.408027,F2,60.47,0.576,3.93,47.41,6.55,normal
2026-09-15 09:50:21.408027,F2,65.02,0.28,3.37,50.41,7.8,normal
2026-09-15 09:50:22.408027,F2,73.08,0.469,3.12,42.5,8.93,normal
2026-09-15 09:50:23.408027,F2,62.31,0.564,3.99,49.41,7.91,normal
2026-09-15 09:50:24.408027,F2,72.36,0.19,3.64,35.65,5.92,normal
2026-09-15 09:50:25.408027,F2,75.71,0.267,3.25,50.9,9.08,normal
2026-09-15 09:50:26.408027,F2,68.68,0.294,3.51,44.77,7.42,normal
2026-09-15 09:50:27.408027,F2,67.45,0.5,3.09,46.9,5.43,normal
2026-09-15 09:50:28.408027,F2,62.71,0.494,3.84,47.38,9.22,normal
2026-09-15 09:50:29.408027,F2,59.81,0.377,4.44,40.41,6.59,normal
2026-09-15 09:50:30.408027,F2,62.6,0.636,3.46,40.64,7.83,normal
2026-09-15 09:50:31.408027,F2,71.13,0.453,3.03,48.71,5.61,normal
2026-09-15 09:50:32.408027,F2,64.09,0.521,3.4,45.59,7.77,normal
2026-09-15 09:50:33.408027,F2,86.57,1.254,5.89,58.54,13.65,failure
2026-09-15 09:50:34.408027,F2,56.99,0.593,3.49,43.13,6.33,normal
2026-09-15 09:50:35.408027,F2,65.62,0.477,4.41,48.47,7.43,normal
2026-09-15 09:50:36.408027,F2,67.24,0.417,3.85,53.95,6.66,normal
2026-09-15 09:50:37.408027,F2,69.11,0.191,3.53,40.82,8.24,normal
2026-09-15 09:50:38.408027,F2,67.79,0.29,4.07,50.3,7.24,normal
2026-09-15 09:50:39.408027,F2,66.07,0.438,3.39,44.94,6.11,normal
2026-09-15 09:50:40.408027,F2,64.15,0.39,4.21,45.99,6.77,normal
2026-09-15 09:50:41.408027,F2,66.27,0.246,3.02,54.54,6.34,normal
2026-09-15 09:50:42.408027,F2,60.03,0.355,3.11,42.49,5.89,normal
2026-09-15 09:50:43.408027,F2,62.57,0.342,3.58,48.9,10.04,normal
2026-09-15 09:50:44.408027,F2,60.28,0.261,3.34,47.48,6.17,normal
2026-09-15 09:50:45.408027,F2,66.54,0.487,3.08,44.17,7.77,normal
2026-09-15 09:50:46.408027,F2,65.05,0.493,3.55,49.38,8.47,normal
2026-09-15 09:50:47.408027,F2,68.93,0.551,3.11,51.01,7.66,normal
2026-09-15 09:50:48.408027,F2,66.71,0.281,3.56,40.46,8.6,normal
2026-09-15 09:50:49.408027,F2,67.22,0.378,3.81,39.38,5.19,normal
2026-09-15 09:50:50.408027,F2,92.14,1.659,6.16,46.94,11.36,failure
2026-09-15 09:50:51.408027,F2,70.55,0.369,3.52,45.26,7.48,normal
2026-09-15 09:50:52.408027,F2,71.14,0.365,3.62,51.52,7.17,normal
2026-09-15 09:50:53.408027,F2,68.59,0.474,3.73,48.55,5.85,normal
2026-09-15 09:50:54.408027,F2,64.04,0.273,3.26,43.47,4.93,normal
2026-09-15 09:50:55.408027,F2,59.33,0.219,3.21,39.83,6.37,normal
2026-09-15 09:50:56.408027,F2,64.65,0.592,3.51,32.96,6.12,normal
2026-09-15 09:50:57.408027,F2,64.33,0.489,3.23,45.08,5.35,normal
2026-09-15 09:50:58.408027,F2,64.42,0.498,3.21,38.56,5.73,normal
2026-09-15 09:50:59.408027,F2,63.28,0.414,3.37,46.08,7.24,normal
2026-09-15 09:51:00.408027,F2,71.22,0.348,3.2,47.71,6.16,normal
2026-09-15 09:51:01.408027,F2,67.44,0.794,3.87,41.12,7.81,normal
2026-09-15 09:51:02.408027,F2,60.38,0.342,3.37,35.64,6.52,normal
2026-09-15 09:51:03.408027,F2,70.87,0.634,3.8,51.89,6.83,normal
2026-09-15 09:51:04.408027,F2,69.29,0.429,2.91,41.84,5.82,normal
2026-09-15 09:51:05.408027,F2,59.91,0.433,3.56,43.42,7.53,normal
2026-09-15 09:51:06.408027,F2,97.25,2.117,5.11,54.17,10.37,failure
2026-09-15 09:51:07.408027,F2,62.72,0.224,2.79,41.07,5.28,normal
2026-09-15 09:51:08.408027,F2,63.29,0.327,3.37,34.66,5.24,normal
2026-09-15 09:51:09.408027,F2,64.14,0.511,3.45,39.07,8.16,normal
2026-09-15 09:51:10.408027,F2,65.99,0.392,3.38,42.53,5.54,normal
2026-09-15 09:51:11.408027,F2,70.86,0.441,3.34,48.6,7.95,normal
2026-09-15 09:51:12.408027,F2,66.68,0.218,3.18,38.5,6.64,normal
2026-09-15 09:51:13.408027,F2,63.97,0.401,3.76,48.2,5.08,normal
2026-09-15 09:51:14.408027,F2,67.23,0.403,3.92,49.38,6.33,normal
2026-09-15 09:51:15.408027,F2,73.56,0.317,2.99,39.6,5.94,normal
2026-09-15 09:51:16.408027,F2,61.18,0.313,3.4,41.79,6.51,normal
2026-09-15 09:51:17.408027,F2,69.17,0.501,3.06,48.14,6.4,normal
2026-09-15 09:51:18.408027,F2,66.7,0.431,3.1,53.36,7.34,normal
2026-09-15 09:51:19.408027,F2,68.06,0.461,3.5,44.55,7.53,normal
2026-09-15 09:51:20.408027,F2,67.58,0.391,3.33,57.95,8.46,normal
2026-09-15 09:51:21.408027,F2,92.84,1.442,5.32,52.09,12.01,failure
2026-09-15 09:51:22.408027,F2,76.94,1.826,6.23,60.15,13.9,failure
2026-09-15 09:51:23.408027,F2,87.47,1.09,6.4,37.84,8.51,failure
2026-09-15 09:51:24.408027,F2,57.89,0.268,3.71,45.54,6.59,normal
2026-09-15 09:51:25.408027,F2,72.8,0.423,3.56,42.86,5.96,normal
2026-09-15 09:51:26.408027,F2,61.75,0.366,3.78,39.82,6.72,normal
2026-09-15 09:51:27.408027,F2,67.87,0.569,3.88,43.31,6.71,normal
2026-09-15 09:51:28.408027,F2,63.03,0.576,4.31,51.08,7.89,normal
2026-09-15 09:51:29.408027,F2,62.2,0.35,3.98,39.3,8.66,normal
2026-09-15 09:51:30.408027,F2,64.4,0.268,3.34,41.2,7.46,normal
2026-09-15 09:51:31.408027,F2,61.77,0.651,3.16,48.99,7.14,normal
2026-09-15 09:51:32.408027,F2,72.21,0.498,3.22,48.07,6.42,normal
2026-09-15 09:51:33.408027,F2,66.34,0.322,2.96,49.0,7.09,normal
2026-09-15 09:51:34.408027,F2,62.48,0.403,3.56,51.59,5.78,normal
2026-09-15 09:51:35.408027,F2,64.18,0.442,2.8,48.54,6.19,normal
2026-09-15 09:51:36.408027,F2,62.83,0.249,3.36,50.03,5.84,normal
2026-09-15 09:51:37.408027,F2,63.3,0.383,2.96,42.2,6.21,normal
2026-09-15 09:51:38.408027,F2,67.31,0.5,4.37,41.72,6.49,normal
2026-09-15 09:51:39.408027,F2,69.3,0.477,3.32,39.95,8.03,normal
2026-09-15 09:51:40.408027,F2,63.92,0.352,3.63,47.15,7.3,normal
2026-09-15 09:51:41.408027,F2,61.63,0.579,3.4,52.0,9.66,normal
2026-09-15 09:51:42.408027,F2,73.79,0.647,4.05,49.2,8.7,normal
2026-09-15 09:51:43.408027,F2,65.04,0.469,3.77,48.18,5.56,normal
2026-09-15 09:51:44.408027,F2,64.8,0.522,3.21,45.6,7.17,normal
2026-09-15 09:51:45.408027,F2,62.29,0.608,3.44,36.11,9.52,normal
2026-09-15 09:51:46.408027,F2,58.63,0.437,3.68,48.93,7.67,normal
2026-09-15 09:51:47.408027,F2,70.46,0.545,3.58,46.84,7.52,normal
2026-09-15 09:51:48.408027,F2,71.44,0.335,3.62,49.43,7.58,normal
2026-09-15 09:51:49.408027,F2,55.62,0.429,4.03,50.08,6.54,normal
2026-09-15 09:51:50.408027,F2,59.78,0.282,3.13,35.79,5.93,normal
2026-09-15 09:51:51.408027,F2,68.6,0.317,2.29,41.68,7.03,normal
2026-09-15 09:51:52.408027,F2,66.27,0.257,2.89,46.29,8.05,normal
2026-09-15 09:51:53.408027,F2,62.24,0.629,3.35,53.72,7.91,normal
2026-09-15 09:51:54.408027,F2,56.25,0.527,3.29,55.87,7.4,normal
2026-09-15 09:51:55.408027,F2,55.82,0.42,2.8,50.35,6.96,normal
2026-09-15 09:51:56.408027,F2,67.57,0.425,3.61,49.96,6.95,normal
2026-09-15 09:51:57.408027,F2,59.77,0.429,2.75,46.04,6.87,normal
2026-09-15 09:51:58.408027,F2,67.79,0.107,3.06,55.58,7.52,normal
2026-09-15 09:51:59.408027,F2,71.43,0.315,4.1,50.86,8.29,normal
2026-09-15 09:52:00.408027,F2,65.77,0.332,3.3,47.56,6.02,normal
2026-09-15 09:52:01.408027,F2,61.64,0.568,3.58,50.94,9.38,normal
2026-09-15 09:52:02.408027,F2,72.06,0.65,3.19,47.42,7.44,normal
2026-09-15 09:52:03.408027,F2,68.78,0.358,3.21,42.43,7.59,normal
2026-09-15 09:52:04.408027,F2,62.22,0.397,3.1,37.23,7.71,normal
2026-09-15 09:52:05.408027,F2,66.31,0.507,3.67,54.06,7.7,normal
2026-09-15 09:52:06.408027,F2,54.19,0.228,3.57,45.95,7.41,normal
2026-09-15 09:52:07.408027,F2,62.32,0.531,3.46,45.27,6.72,normal
2026-09-15 09:52:08.408027,F2,63.77,0.495,3.37,42.9,7.06,normal
2026-09-15 09:52:09.408027,F2,64.81,0.459,3.69,43.37,7.61,normal
